Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
06/10/2017,CLOSED,1239248.015,"Patco Wireline Services, Inc.",626000,Piloncillo Ranch,Catarina,TX,78836,NonUnion,Employee suffers heat stress and dies as a result,"At 10:00 p.m. on June 10, 2017, an employee was working in a confined space, removing an obstruction from two well holes. He was unable to acclimatize to the heat and began showing signs of heat illness to include cramps, nausea, disorientation, and weakness. Despite complaining of such symptoms, the employee was encouraged to continue work. No medical attention was provided. After the job was complete, the employee was taken to his residence, where he experienced convulsions approximately 1.5 hours of arrival and died.",213112/Support Activities for Oil and Gas Operations,45,M,Fatality,Occupation Not Listed,"(28.34845005, -99.61430135)"
06/02/2017,CLOSED,1238811.015,Greystone Manufacturing Llc.,751910,2601 Shoreline Drive,Bettendorf,IA,52722,NonUnion,Employee sustains heat exhaustion and is hospitalized,"At 1:00 a.m. on June 2, 2017, an employee was labeling and stacking plastic pallets inside a space that was not air conditioned. However, the building had its bay doors opened, as well as fans blowing. Outdoor temperatures ranged from 50 - 82 degrees Fahrenheit. It was the employee's second day on the job and he was not used to this type of labor. During work, the employee began experiencing cramping in the hands, which he thought was a result of lifting the pallets. The cramping began to affect other parts of his body as well, but chose not to inform supervision and continued work. After completing his assigned 8-hour shift, the employee was taken by his girlfriend to a local hospital for evaluation. The employee was hospitalized and received treatment for heat exhaustion.",321920/Wood Container and Pallet Manufacturing,34,M,Hospitalized injury,"Laborers, except construction","(41.5539133107513, -90.48622234585493)"
05/31/2017,CLOSED,1237948.015,"Sun State Nursery & Landscaping, Inc.",419700,12900 Peacan Park Road,Jacksonville,FL,32218,NonUnion,Employee suffers heat stroke while laying sod,"At 3:45 p.m. on May 31, 2017, Employee #1, a landscape laborer, was on his first day of work with the landscaping company. The employee was laying sod by hand and continued the work throughout the day.  The employee took frequent breaks and drank water continuously throughout the day.  The employee started feeling the effects of the heat around lunch time but did not tell coworkers or management. Employee #1 wanted to push through until the end of the day. About 3:30pm the employee began vomiting and feeling like he was going to pass out, so his coworkers notified management.  Paramedics were called and Employee #1 was transported to a local hospital. The employee was hospitalized for heat stroke.",561730/Landscaping Services,50,M,Hospitalized injury,"Laborers, except construction","(30.468927987004406, -81.64983837004405)"
05/30/2017,CLOSED,1236707.015,"Tycor Farms, Llc",418400,Eggplant Field Lightsey Rd,Lake Park,GA,31636,NonUnion,Employee found unresponsive in field dies from heat stroke,"At 6:00 p.m. on May 30, 2017, an employee was working in a filed picking eggplants.  The employee was found unresponsive on the ground.  Cause of death was possible heat stoke (pending toxicology report). The employee's core temperature was unknown.",111219/Other Vegetable (except Potato) and Melon Farming,20,M,Fatality,,"(30.691359932165604, -83.18279282133759)"
05/30/2017,CLOSED,1240237.015,United States Postal Service,626300,1351 North Buckner Boulevard,Dallas,TX,75218,Union,Employee suffers from heat-related illness and is hospitaliz,"At 2:45 p.m. on May 30, 2017, Employee #1, a mail carrier, was delivering mail on a residential park-and-loop route when he experienced symptoms of heat-related illness, including cramps. The heat index that day ranged from 81.6 to 87.7 degrees F. The employee was not able to complete the assigned route in the allotted time.  The supervisor went to the employee's route, and the employee was instructed to finish delivering some of the remaining mail and return to the station.  The employee returned to the station, clocked out, and left.  The employee was later hospitalized with heat-related illness.",491110/Postal Service,30,M,Hospitalized injury,"Mail carriers, postal service","(32.84112900232558, -96.70102482541527)"
05/30/2017,CLOSED,1238666.015,City Of Bakersfield - Police Department,950647,3419 Truxtun Ave.,Bakersfield,CA,93313,Union,Employee sustains heat illness during exercising at a traini,"At 3:30 p.m. on May 30, 2017, an employee was was participating in intense physical exercises at a police training facility. The employee was performing multiple intense exercises that included, but were not limited to, push-ups, sit-ups, running, crawling and squats. The employee sustained a serious illness from the nature of the exercises being conducted and the barriers established by training criteria that did not allow employees to  consume an adequate amount of drinking water. The employee sustained a heat related illness. The employee was wearing sweat pants and a long sleeved sweat shirt. The employee had not eaten anything but a few bites of a sandwich and had not consumed an adequate amount of drinking water. The employer did not effectively encourage employees performing training exercises that should reasonably be anticipated to result in exposure to the risk of heat illness, to frequently consume an adequate amount of water.",922120/Police Protection,22,M,Hospitalized injury,"Police and detectives, public service","(35.30157269754678, -119.06962432960498)"
05/26/2017,CLOSED,1248581.015,"Ontime Staffing Of Oklahoma, Llc",627700,456 S 79th East Ave,Tulsa,OK,74112,NonUnion,Employee dies from heat stroke,"At 2:44 p.m. on May 26, 2017, an employee was removing trash and other materials from a wooden storage shed (approximately 10ft x 12ft).  The employee worked for several hours while the temperature outside climbed.  The outside temperature spiked that day, and was approximately 20 degrees F greater than the previous days that week.  The humidity was 50% or greater, and there was little wind.  He was working inside a wooden storage shed with very minimal ventilation.  The employee suffered hyperthermia with loss of consciousness and ultimately died. The employee worked in extreme heat and was not acclimated and did not take adequate breaks to cool down while doing strenuous work.",561320/Temporary Help Services,31,M,Fatality,Occupation Not Listed,"(36.14672229745958, -95.90697856050808)"
05/24/2017,CLOSED,1235199.015,Reclamation District 784,950621,West End Of Anderson Ave At Levee,Olivehurst,CA,95961,NonUnion,Employee dies from possible heat exhaustion,"At 1:45 p.m. on May 24, 2017, an employee was running a string trimmer (Weed eater) to cut down weeds.  The employee complained to a coworker that the heat was getting to him (85 degrees outside) then collapsed. The coworker performed CPR until paramedics arrived approximately 15 minutes later.  The employee died from a possible heart attack.",924120/Administration of Conservation Programs,47,M,Fatality,"Laborers, except construction","(39.03413815185185, -121.54950945555557)"
05/23/2017,CLOSED,1235945.015,Hall Management Corp.,950647,Sycamore Rd & S. Comanche Dr.,Arvin,CA,93203,NonUnion,Employee sustains heat exhaustion while pulling hoses from u,"At 11:56 p.m. on May 23, 2017, an employee was pulling hoses from under dirt. The employee sustained heat exhaustion.",115115/Farm Labor Contractors and Crew Leaders,48,F,Non Hospitalized injury,"Laborers, except construction","(35.0304227, -118.92090643636362)"
05/22/2017,CLOSED,1236220.015,"Tartan Energy Services, Llc",627510,Rig Site Elaine #1,Hamlin,TX,79520,NonUnion,"Employee slips on step, suffers heat attack and later dies","At 3:00 p.m. on May 22, 2017, an employee hit his right elbow as he slipped on the second step of a stairwell. The employee had mud on bottom of boots due to wet conditions from the previous day  and was swatting at bugs. The employee did not want go to the hospital,  but his coworkers took him anyway. After being admitted to the hospital and treated for his elbow, the employee was released. However, while getting ready to leave, he started feeling dizzy and had trouble catching his breath. The employee gasped for air and then suffered a seizure/heart attack and later died.",213112/Support Activities for Oil and Gas Operations,61,M,Fatality,,"(32.875213292405064, -100.1260909835443)"
05/22/2017,CLOSED,1235987.015,317717090 - F & B Farms Llc,1054193,13898 Portland Rd Ne,Woodburn,OR,97071,NonUnion,Employee Suffers Heat Stress In Greenhouse,"At approximately 2:30 p.m. on May 22, 2017, Employee #1, a temporary contract laborer, was working in a greenhouse watering plants. As she watered the plants, she began to feel dizzy and lost consciousness due to heat stress. Emergency medical personnel were summoned. They arrived and transported her to a hospital, where she stayed overnight and received blood and IV fluids. At the hospital, Employee #1 was found to have had an untreated preexisting medical condition that was chronic hemorrhagic anemia. She was treated for the heat stress and chronic hemorrhagic anemia via a blood transfusion and then released.",111421/Nursery and Tree Production,31,F,Hospitalized injury,Occupation not reported,"(45.14792489375, -122.85725194010418)"
05/21/2017,CLOSED,1234167.015,Orchard Supply Hardware,950631,17506 Yorba Linda,Yorba Linda,CA,92886,NonUnion,Employee Suffers Heat Exhaustion And Is Treated At Hospital,"At approximately 1:00 p.m. on May 21, 2017, Employee #1, a cashier, was outside in a garden area of a store. The area was shaded and had two open sides that were enclosed with chain link fencing.  The east side of the garden area had an entrance to the store and the south side had a block wall with a partial complete roof. Employee #1 was walking through the garden area and stopped at the potting shelf for a moment to observe customers when he started to feel light headed and faint. He walked over feeling weak and wobbly to the cash register area and told his coworker that he was not feeling well. Employee #1 squatted down in the shade and held on to the building support post while the other coworker summoned assistance. All workers had a radio. The coworker immediately contacted other coworkers and supervisors. A supervisor, the assistant store manager, and several other coworkers immediately came to Employee #1's aid and provided him cooling towels and assisted him into the air-conditioned store. Emergency medical personnel were summoned and transported him to a hospital where he was treated for heat exhaustion and released.",444130/Hardware Stores,24,M,Non Hospitalized injury,"Sales workers, hardware and building supplies","(33.89091047320211, -117.80737608760431)"
